party,state,finance.better,vote.method,child.indep,child.curio,child.obed,child.consid,us.world,us.better,rural.govt,rural.infl,rural.resp,women.child,women.work,women.favors,women.comp,year,Religion,President,women.media,women.disc,women.hire,women.opp,score
Republican,kentucky,3,NA,1,1,0,0,0,1,0.85,0.51,0.51,1,1,0.25,0.5,2020,Evangelical,Trump,NA,NA,NA,NA,0.586153846153846
Democrat,new york,3,NA,1,NA,NA,0,0.5,0.75,0.51,0.51,0.85,0.85,0.85,0.25,0.75,2020,Jewish,Trump,NA,NA,NA,NA,0.62
Democrat,kansas,3,1,1,1,1,1,1,1,0.68,0.85,0.51,0,0.68,0,0.25,2020,Other Religion,NA,NA,NA,NA,NA,0.69
Democrat,north carolina,3,NA,0,0,0,0,0.5,0.5,0.68,0.85,0.51,0.51,0.51,0,0,2020,Evangelical,Biden,NA,NA,NA,NA,0.312307692307692
Democrat,north carolina,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA,NA
Democrat,arizona,3,NA,0,0,0,0,0,0.75,0.51,0.17,0.51,0.51,0.51,0.25,0.25,2020,Other Religion,Biden,NA,NA,NA,NA,0.266153846153846
NA,missouri,3,NA,1,1,1,0,0.5,1,0.85,0.85,1,1,1,0.5,0.75,2020,Mainline,Trump,NA,NA,NA,NA,0.803846153846154
Democrat,kentucky,4,2,0,0,0,0,0.75,0.75,0.51,0,0.17,0.51,0.51,0,0,2020,Evangelical,NA,NA,NA,NA,NA,0.246153846153846
NA,virginia,3,NA,0,0,0,0,0.5,0.75,0.51,0.51,0.51,0.51,0.51,0.5,0.5,2020,Not Religious,Jorgensen,NA,NA,NA,NA,0.369230769230769
NA,missouri,3,NA,1,1,1,1,0.5,0.25,0.51,0.85,0.51,0.85,0.51,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.613846153846154
Republican,maine,3,NA,0,0,0,0,1,1,0.85,0.85,0.85,0.68,0.51,0.25,0.25,2020,Other Christian,Trump,NA,NA,NA,NA,0.48
Democrat,california,1,2,0,0,0,0,0.25,0.25,0.51,0,0.51,0.85,0.51,0.25,0.25,2020,Jewish,NA,NA,NA,NA,NA,0.26
Democrat,massachusetts,2,NA,0,0,0,0,0,0.75,0.51,0.17,0.85,0.85,0.51,0,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.28
NA,texas,4,NA,1,1,1,0,0.25,0,0.85,0.85,0.85,1,0.17,0,0.25,2020,Other Christian,NA,NA,NA,NA,NA,0.555384615384615
NA,illinois,2,NA,0,0,0,0,0.25,0.5,0.51,0.51,0.85,0.85,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.344615384615385
Republican,arizona,4,NA,0,0,0,0,0.5,0.75,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.330769230769231
NA,tennessee,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA,NA,NA,NA,NA,NA
NA,ohio,4,NA,0,0,0,0,0,0.75,0.51,0.85,0.85,0.51,0.51,0,0.25,2020,Mainline,NA,NA,NA,NA,NA,0.325384615384615
Republican,kentucky,2,NA,0,1,0,1,0.5,1,1,1,1,1,0.17,1,1,2020,Evangelical,Trump,NA,NA,NA,NA,0.743846153846154
NA,alabama,3,NA,1,1,1,1,0.25,0.25,0.51,1,0.85,0.51,0.85,0.75,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.747692307692308
Republican,new jersey,4,NA,0,0,0,0,0,0.5,0.51,0.51,1,0.51,0.51,0,0,2020,Mainline,Trump,NA,NA,NA,NA,0.272307692307692
Republican,new jersey,3,NA,1,1,1,0,0.5,1,0.51,0.51,0.51,0.85,0.51,0.25,0.25,2020,Jewish,Trump,NA,NA,NA,NA,0.606923076923077
NA,texas,3,NA,1,1,1,0,0.5,1,0.68,0.85,0.85,0.51,0.51,0.75,0.75,2020,Evangelical,Trump,NA,NA,NA,NA,0.723076923076923
Democrat,maryland,3,NA,1,1,1,0,0,0.75,0.68,0.85,0.51,0.51,0.51,0,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.543076923076923
NA,ohio,3,NA,1,1,0,0,0.5,0.75,0.51,0.17,0.51,0.68,0.51,0,0.25,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.452307692307692
NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA,NA,NA,NA,NA,NA
Democrat,pennsylvania,3,NA,0,0,0,0,0,1,0.51,0.51,0.51,0.51,0.51,0,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.292307692307692
NA,NA,2,NA,0,0,0,0,0.25,0.25,0.68,0.17,0.68,0.51,0.51,0.25,0.25,2020,Not Religious,NA,NA,NA,NA,NA,0.273076923076923
Democrat,california,3,NA,0,0,0,0,0,0.75,0.51,0.51,0.51,0.51,0.17,0,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.246923076923077
Democrat,california,4,NA,0,1,0,0,0.5,1,0.51,0.85,0.85,0.85,0.51,0,NA,2020,Mainline,Biden,NA,NA,NA,NA,0.505833333333333
Republican,florida,2,NA,1,1,1,1,0.5,0.5,0.17,0.51,0.51,0.85,0.51,0.25,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.619230769230769
NA,NA,4,NA,1,1,1,1,0.5,0.25,0.51,0.51,0.85,1,0.51,0.5,0.5,2020,Not Religious,NA,NA,NA,NA,NA,0.702307692307692
Independent,kansas,3,NA,1,1,1,1,0.25,0.5,0.51,0.51,0.51,0.51,0.51,0.5,0,2020,Evangelical,Biden,NA,NA,NA,NA,0.6
Democrat,california,3,NA,1,1,1,1,0.5,0.25,0.51,0.34,0.68,0.85,0.51,0.25,0,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.606923076923077
NA,NA,2,NA,1,0,0,0,0.25,0.75,0.85,1,1,0.51,0.51,0,0,2020,Not Religious,NA,NA,NA,NA,NA,0.451538461538462
NA,texas,1,NA,1,1,0,0,0,0.5,0.85,0.51,0.51,0.51,0.51,0.5,0.25,2020,Not Religious,Trump,NA,NA,NA,NA,0.472307692307692
Democrat,maryland,3,NA,1,1,1,0,1,1,1,0.51,0.85,0.51,0.85,0,0,2020,Jewish,Biden,NA,NA,NA,NA,0.670769230769231
Democrat,washington dc,2,NA,0,0,0,0,0.5,1,0.51,0.34,0.85,0.51,0.51,0.25,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.343846153846154
NA,tennessee,2,1,1,1,0,0,0.75,1,0.51,0.85,1,0.85,0.51,0.75,0.25,2020,Evangelical,NA,NA,NA,NA,NA,0.651538461538462
Independent,california,3,NA,0,0,0,0,0.5,1,1,1,0.51,0.51,0.51,0,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.406153846153846
Democrat,california,3,NA,0,1,1,0,0.5,0.75,0.51,0,0.51,0.85,0.51,0.25,0.25,2020,Roman Catholic,NA,NA,NA,NA,NA,0.471538461538462
Republican,florida,2,NA,1,1,0,0,0.5,1,0.85,0.85,0.85,0.51,0.51,0.5,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.601538461538462
Democrat,kansas,3,NA,1,1,1,1,0.5,1,0.51,1,0.85,0.51,0.51,0.5,0.25,2020,Other Christian,NA,NA,NA,NA,NA,0.740769230769231
NA,NA,3,NA,1,1,0,0,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Mainline,NA,NA,NA,NA,NA,0.465384615384615
NA,NA,3,NA,1,0,1,0,0,0,1,0.85,0.85,0.85,0.34,0.5,0.25,2020,Not Religious,NA,NA,NA,NA,NA,0.510769230769231
NA,texas,2,NA,1,1,0,0,0.5,0.5,1,0.68,0.68,0.51,0.34,0.25,0.75,2020,Roman Catholic,NA,NA,NA,NA,NA,0.554615384615385
Democrat,new jersey,3,NA,1,1,1,1,0.5,0.5,0.85,0.85,0.51,0.51,0.51,0,0,2020,Other Religion,NA,NA,NA,NA,NA,0.633076923076923
Independent,idaho,2,NA,0,0,1,0,0.5,0.5,0.51,0.34,0.51,0.51,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.375384615384615
Democrat,california,3,NA,1,0,0,1,0,0.75,0.51,0.51,0.51,0.51,0.51,0,0,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA,0.407692307692308
Republican,florida,2,NA,1,1,1,1,0.5,0.75,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA,0.638461538461538
Republican,florida,1,NA,1,1,1,0,0.75,1,0.51,0.51,0.51,1,0.85,0.25,0.5,2020,Mainline,Trump,NA,NA,NA,NA,0.683076923076923
Democrat,oregon,3,NA,0,0,0,0,0.5,0.75,0.85,0.51,0.51,1,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.394615384615385
NA,minnesota,3,NA,1,0,0,0,0,0.25,0.68,0.51,0.51,0.51,0.51,0,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.324615384615385
NA,michigan,1,NA,0,1,0,0,0.25,0.75,0.51,0.51,0.85,0.85,0.51,0.25,0,2020,Mainline,Trump,NA,NA,NA,NA,0.421538461538462
Independent,california,3,NA,1,0,0,0,0,0.5,0.51,0.85,0.68,0.51,0.51,0.25,0.25,2020,Not Religious,Trump,NA,NA,NA,NA,0.389230769230769
Republican,kentucky,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,Trump,NA,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA,NA,NA,NA,NA,NA
NA,texas,1,NA,1,1,0,0,0.5,1,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.503846153846154
NA,wisconsin,1,NA,1,1,0,0,0.5,0.5,0.51,0.51,0.51,1,0.51,0.5,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.522307692307692
NA,NA,2,NA,0,0,0,0,0.25,0,0.51,1,0.51,1,0.51,0.25,1,2020,Not Religious,NA,NA,NA,NA,NA,0.386923076923077
NA,illinois,2,NA,0,1,0,0,0.75,0.75,0.51,0.85,0.85,0.85,1,0.75,0.25,2020,Not Religious,Trump,NA,NA,NA,NA,0.581538461538462
Democrat,pennsylvania,3,NA,1,0,1,1,0.25,1,0.51,0.51,0.17,0.51,0.51,0,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.516153846153846
NA,missouri,3,NA,1,1,1,1,0.5,0,0.68,0.85,0.51,0.68,0.68,0.25,0.5,2020,Other Christian,Trump,NA,NA,NA,NA,0.665384615384615
NA,indiana,2,NA,0,0,0,1,0.5,0.5,0.68,0.51,0.51,0.51,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.363076923076923
NA,NA,2,NA,1,1,1,1,0.25,0.5,1,0.85,0.51,0.51,0.51,0,0.25,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA,0.644615384615385
NA,NA,4,NA,1,1,1,0,0.5,0.5,0.51,0.85,0.68,1,0.51,0,0,2020,Other Christian,NA,NA,NA,NA,NA,0.580769230769231
Independent,pennsylvania,5,NA,1,1,0,0,0.5,0.75,0.85,1,1,0.85,0.51,0.25,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.612307692307692
Democrat,oregon,5,NA,0,0,0,0,0,0,0.51,0.34,0.51,0.51,0.51,0,0,2020,Mainline,Biden,NA,NA,NA,NA,0.183076923076923
NA,texas,3,NA,1,1,1,0,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.503846153846154
NA,virginia,3,NA,1,0,1,0,0.5,0.75,0.85,0.51,0.51,0.51,0.51,0.5,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.53
Republican,florida,1,NA,1,1,1,1,1,1,1,0.85,0.51,1,1,1,1,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.950769230769231
Democrat,connecticut,3,NA,1,1,1,0,0,0.25,0.51,0.17,0.51,0.17,0.85,0.25,0,2020,Other Christian,Biden,NA,NA,NA,NA,0.439230769230769
NA,michigan,3,NA,0,0,1,0,0,0.25,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.330769230769231
NA,georgia,3,NA,1,0,1,0,0,1,0.85,0.85,0.85,1,1,0.25,0.25,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.619230769230769
NA,washington,3,NA,1,1,0,0,0,0.5,0.85,0.85,1,0.85,1,0,0.5,2020,Other Christian,NA,NA,NA,NA,NA,0.580769230769231
NA,virginia,3,NA,1,1,1,0,0.5,0.75,0.85,0.85,0.85,0.51,0.85,0.5,0.25,2020,Other Christian,Trump,NA,NA,NA,NA,0.685384615384615
Democrat,new york,3,NA,0,1,0,0,0,0.5,0.34,0.34,0.51,0.85,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.311538461538462
NA,NA,3,NA,1,1,0,0,0.5,0.5,0.51,0.51,0.85,1,0.51,0.25,0.5,2020,Roman Catholic,NA,NA,NA,NA,NA,0.548461538461538
Democrat,nebraska,3,NA,1,1,1,0,0.5,1,1,1,0.85,0.51,0.51,0,0.25,2020,Not Religious,NA,NA,NA,NA,NA,0.663076923076923
Democrat,california,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA,NA
Independent,new hampshire,3,NA,1,0,1,1,0,0.25,0.51,0.51,0.51,0.51,0.51,0.25,0.25,2020,Other Christian,Biden,NA,NA,NA,NA,0.484615384615385
Democrat,nevada,5,NA,0,0,1,0,0,0.25,0.51,0.34,0.51,0.51,0.51,0,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.298461538461538
Democrat,new mexico,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA,NA,NA,NA,NA,NA
Independent,maryland,4,NA,1,0,0,0,0,0.25,1,0.85,1,0.51,0.17,0,0.25,2020,NA,Hawkins,NA,NA,NA,NA,0.386923076923077
Republican,california,3,NA,1,1,1,0,0.5,1,0.51,0.85,0.85,0.51,1,0.75,0.75,2020,Other Christian,Trump,NA,NA,NA,NA,0.747692307692308
NA,NA,5,NA,1,0,1,0,0.5,0.75,0.85,0.85,0.85,1,0.51,0.25,0.25,2020,Evangelical,NA,NA,NA,NA,NA,0.600769230769231
Republican,arizona,1,NA,1,1,0,0,0.75,1,0.85,0.85,0.85,0.85,0.51,0.5,0.75,2020,Not Religious,Trump,NA,NA,NA,NA,0.685384615384615
Democrat,new york,4,NA,0,0,0,0,0,0.5,0.51,0.51,0.51,0.51,0.51,0,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.253846153846154
Democrat,florida,4,2,1,NA,0,0,0.5,0.75,0.51,0.51,0.85,0.51,0.51,0,0,2020,Mainline,NA,NA,NA,NA,NA,0.428333333333333
NA,wisconsin,3,NA,1,0,0,0,0,0.75,0.51,0.85,0.85,0.51,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.383076923076923
Democrat,california,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA,NA,NA,NA,NA,NA
Democrat,florida,3,NA,1,0,1,0,0.5,1,0.51,0.17,0.51,0.85,0.51,0.5,0.5,2020,Not Religious,Biden,NA,NA,NA,NA,0.542307692307692
Democrat,arizona,3,NA,0,0,0,0,0.25,0.75,0.85,0.85,0.85,0.85,0.85,0,0.5,2020,Mainline,Biden,NA,NA,NA,NA,0.442307692307692
Independent,maryland,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Religion,NA,NA,NA,NA,NA,NA
Independent,california,4,NA,1,1,1,1,0.25,0.75,0.51,0.51,0.51,1,0.85,0.25,0.25,2020,Roman Catholic,Other,NA,NA,NA,NA,0.683076923076923
NA,texas,1,NA,1,1,0,0,0.5,0.5,0.51,0.85,0.68,0.51,0.51,0.25,0.25,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.504615384615385
Republican,california,3,NA,1,0,1,0,0.5,1,0.51,0.85,1,0.85,0.51,0.5,0.5,2020,Not Religious,Jorgensen,NA,NA,NA,NA,0.632307692307692
NA,ohio,3,NA,1,1,0,0,0.5,1,0.68,0.85,1,0.85,1,0.25,0.25,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.644615384615385
NA,washington,3,NA,1,0,1,0,0,0.75,0.51,0.34,0.68,1,0.51,0.25,0.25,2020,Other Religion,Biden,NA,NA,NA,NA,0.483846153846154
Republican,florida,2,NA,1,1,1,0,0,0,0.51,0.34,0.68,0.85,0.51,0.5,0.75,2020,Other Christian,NA,NA,NA,NA,NA,0.549230769230769
NA,illinois,3,NA,1,0,0,0,0.75,0.75,0.51,0.17,0.51,0.85,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.388461538461538
Democrat,maryland,4,NA,0,0,0,0,0,0,0.85,0,0,0.51,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.143846153846154
NA,texas,3,NA,1,0,0,0,0,1,0.51,0.51,0.51,0.51,0.51,0,0,2020,Mainline,Trump,NA,NA,NA,NA,0.35
Democrat,new york,3,NA,0,1,0,0,0,0.25,0.68,0.51,0.51,0.51,0.51,0.25,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.343846153846154
Democrat,new york,3,NA,1,1,1,1,0.5,0.5,0.51,0.51,0.51,0.51,0.51,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.580769230769231
Democrat,pennsylvania,3,NA,1,1,1,1,0.5,0.5,0.85,0.85,0.51,0.51,0.51,0,0.25,2020,Roman Catholic,Other,NA,NA,NA,NA,0.652307692307692
Independent,north carolina,3,NA,1,0,1,0,0.5,1,1,1,1,0.51,0.51,0.5,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.636153846153846
Democrat,california,5,NA,0,0,0,0,0,0,1,0,0.51,0.51,0,0,0,2020,Not Religious,Biden,NA,NA,NA,NA,0.155384615384615
NA,georgia,3,NA,1,1,1,0,0.5,0.5,0.51,0.85,1,0.51,0.51,0,0.25,2020,Evangelical,Trump,NA,NA,NA,NA,0.586923076923077
NA,missouri,4,NA,1,1,1,1,0.25,0.75,0.85,0.68,0.85,1,1,0.25,0.5,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.779230769230769
Independent,florida,5,NA,1,0,1,0,0.5,0.25,0.85,0.68,0.85,0.85,0.51,0.25,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.537692307692308
Democrat,kentucky,3,NA,0,0,0,0,0,0,0.51,0.85,1,0.51,0.51,0.25,0.25,2020,Other Religion,Biden,NA,NA,NA,NA,0.298461538461538
NA,michigan,2,NA,1,1,1,0,0.75,0.75,0.51,0.85,0.85,0.85,0.51,0,0.25,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.64
Democrat,california,3,NA,1,0,0,0,0,0,0.85,0.51,0.51,0.51,0.51,0,0,2020,Mainline,NA,NA,NA,NA,NA,0.299230769230769
NA,NA,2,NA,1,1,0,0,0,0.5,1,1,1,1,0.51,0.5,0.5,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA,0.616153846153846
Democrat,pennsylvania,3,NA,1,1,1,1,0,0.75,0.51,0.51,0.51,0.51,0.85,0.25,0.25,2020,Mainline,Trump,NA,NA,NA,NA,0.626153846153846
NA,south carolina,1,NA,1,1,0,0,0,0.5,0.51,0.51,0.85,1,0.51,0.25,0,2020,Evangelical,NA,NA,NA,NA,NA,0.471538461538462
NA,indiana,3,NA,1,0,0,0,0.25,0.25,0.51,0.51,1,0.51,0.51,0,0.25,2020,Not Religious,Trump,NA,NA,NA,NA,0.368461538461538
NA,washington,4,NA,1,1,1,0,0.5,0.75,0.51,0.85,0.51,0.85,1,0,0.75,2020,Other Christian,Biden,NA,NA,NA,NA,0.670769230769231
NA,ohio,1,NA,1,0,0,0,0.25,0.5,0.51,0.85,0.85,0.68,0.51,0.5,0.25,2020,Other Christian,Hawkins,NA,NA,NA,NA,0.453846153846154
Republican,pennsylvania,5,NA,1,1,1,1,0.5,1,0.51,0.68,1,0.51,0.51,0.5,0.5,2020,Mainline,Trump,NA,NA,NA,NA,0.746923076923077
Independent,california,2,NA,1,1,1,0,0.25,0.75,0.51,0.85,0.85,0.85,0.85,0,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.627692307692308
Democrat,kansas,3,NA,1,1,1,0,0.5,0.75,0.85,0.85,0.85,0.85,0.85,NA,0.5,2020,Other Christian,Trump,NA,NA,NA,NA,0.75
NA,indiana,3,NA,1,0,1,0,0.25,1,0.51,0.68,0.51,0.51,0.51,0.25,0.5,2020,Evangelical,Trump,NA,NA,NA,NA,0.516923076923077
NA,illinois,2,NA,0,0,0,0,0.25,0.5,0.51,0.34,0.51,0.68,0.51,0.25,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.292307692307692
Democrat,new mexico,3,NA,0,0,0,0,0.25,0.25,0.85,0.51,0.51,0.51,0.51,0,0.25,2020,Other Religion,Biden,NA,NA,NA,NA,0.28
NA,texas,3,NA,1,0,0,0,0,0,0.85,0.51,0.51,0.85,0,1,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.382307692307692
NA,alabama,2,NA,1,1,1,1,1,1,0.51,1,0.85,0.51,0.51,0.75,0.75,2020,Mainline,Trump,NA,NA,NA,NA,0.836923076923077
NA,texas,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA,NA,NA,NA,NA,NA
NA,texas,2,NA,1,0,0,0,0,0.75,0.68,0.51,0.34,0.51,0.51,0,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.35
NA,georgia,2,NA,0,0,0,0,0.25,0.75,0.85,0.51,1,0.51,0.51,0.25,0,2020,Evangelical,Trump,NA,NA,NA,NA,0.356153846153846
NA,texas,4,NA,1,1,1,1,0.5,0.5,0.85,0.85,0.68,1,1,0.75,0.75,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.836923076923077
NA,washington,5,NA,1,0,0,0,0.5,0.25,0.51,0.85,0.85,0.51,0.51,0,0,2020,Evangelical,Biden,NA,NA,NA,NA,0.383076923076923
Democrat,florida,3,NA,1,1,1,1,0,1,0.51,0.51,0.51,0.51,1,0.25,0,2020,Mainline,Biden,NA,NA,NA,NA,0.637692307692308
NA,wisconsin,3,NA,1,1,0,0,0,0.5,0.51,0.51,0.51,1,0.51,0.5,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.483846153846154
NA,indiana,4,NA,1,1,1,1,0,1,NA,NA,NA,1,0.85,NA,0,2020,Roman Catholic,NA,NA,NA,NA,NA,0.761111111111111
NA,michigan,4,NA,1,1,0,0,0.75,0.5,0.85,0.85,0.85,0.85,0.51,0.5,0.75,2020,Mainline,Biden,NA,NA,NA,NA,0.646923076923077
NA,michigan,2,NA,1,0,0,0,0.25,1,0.85,0.51,0.85,0.85,0.51,0.25,0.25,2020,Mainline,Biden,NA,NA,NA,NA,0.486153846153846
Democrat,north carolina,3,NA,1,0,1,1,0.5,1,0.85,0.51,0.51,0.51,0.85,0.75,0.75,2020,Mainline,Trump,NA,NA,NA,NA,0.71
NA,NA,NA,NA,1,1,1,1,0.5,0.5,0.51,NA,NA,0.51,0.51,NA,NA,2020,Other Christian,NA,NA,NA,NA,NA,0.725555555555556
Independent,connecticut,1,NA,1,1,1,0,0.5,0.75,0.68,0.85,0.85,0.85,1,0,0.75,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.71
Democrat,pennsylvania,3,NA,1,1,1,0,0.5,0.5,0.85,0.85,0.85,1,0.51,0.25,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.658461538461538
NA,michigan,4,NA,1,1,1,0,0.5,0.5,0.17,0.85,1,0.85,1,0.75,0.75,2020,Other Christian,NA,NA,NA,NA,NA,0.720769230769231
Republican,new jersey,3,NA,1,0,0,0,0.5,0.75,0.51,0.51,0.51,0.51,0.51,0.25,0.5,2020,NA,Trump,NA,NA,NA,NA,0.426923076923077
Republican,new jersey,2,NA,1,1,0,0,0.25,0.25,0.85,0.85,0.85,0.51,0.51,0,0,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.466923076923077
NA,vermont,5,NA,0,0,0,0,0,0,0.51,0.17,0.51,0.51,0.51,0,0,2020,Jewish,Biden,NA,NA,NA,NA,0.17
Democrat,kentucky,3,NA,0,0,0,1,0.25,0.25,1,0.51,0.85,1,1,0,0,2020,Evangelical,NA,NA,NA,NA,NA,0.450769230769231
NA,michigan,3,NA,1,0,1,0,0.75,0.75,0.51,0.51,0.51,0.51,0.85,0.25,0.25,2020,Roman Catholic,Biden,NA,NA,NA,NA,0.53
NA,wisconsin,3,NA,1,1,0,0,0.5,1,0.51,0.85,0.85,0.51,0.51,0.25,0.25,2020,Roman Catholic,Trump,NA,NA,NA,NA,0.556153846153846
Independent,florida,3,NA,0,0,0,0,0,0.75,0.85,0.51,0.51,0.85,0.51,0.25,0,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.325384615384615
NA,illinois,3,NA,1,1,1,1,0.5,0.5,0.51,0.34,0.51,0.85,0.51,0,0,2020,Jewish,Biden,NA,NA,NA,NA,0.593846153846154
NA,ohio,3,NA,1,1,1,0,0,0.5,0.51,0.68,0.68,0.51,0.51,0,0.25,2020,Evangelical,Biden,NA,NA,NA,NA,0.510769230769231
NA,wisconsin,4,NA,0,0,0,0,0,0.5,1,0.85,0.85,0.51,0.51,0,0,2020,Undifferentiated Protestant,Biden,NA,NA,NA,NA,0.324615384615385
Republican,maryland,3,NA,0,1,1,1,0.5,0.25,0.51,0.51,0.51,0.51,0.51,0,0,2020,Other Christian,Trump,NA,NA,NA,NA,0.484615384615385
Independent,florida,2,NA,1,1,0,1,0.25,0.5,0.68,0.51,0.85,0.51,0.51,0,0.75,2020,Jewish,Trump,NA,NA,NA,NA,0.581538461538462
Independent,california,3,NA,1,0,0,0,0.5,0.5,0.51,1,1,0.51,1,0,0,2020,Mainline,Trump,NA,NA,NA,NA,0.463076923076923
NA,washington,3,NA,0,1,0,0,0.25,0.25,0.51,0.51,0.51,0.85,0.51,0,0.25,2020,Not Religious,Biden,NA,NA,NA,NA,0.356923076923077
Republican,new jersey,2,NA,1,0,0,0,0.5,1,0.51,0.85,0.85,0.34,0.85,0.5,0.25,2020,Roman Catholic,NA,NA,NA,NA,NA,0.511538461538461
Republican,arizona,2,NA,0,0,0,0,0.75,1,0.85,1,1,0.85,0.85,0,0.25,2020,Undifferentiated Protestant,Trump,NA,NA,NA,NA,0.503846153846154
Democrat,kansas,3,NA,0,0,0,0,0,0.5,0.51,1,0.51,0.51,0.51,0,0,2020,Mainline,Biden,NA,NA,NA,NA,0.272307692307692
Democrat,maryland,3,NA,1,0,0,0,0,0.5,0.51,0.17,1,0.51,0.51,0,0,2020,Other Christian,Biden,NA,NA,NA,NA,0.323076923076923
Democrat,maryland,3,NA,1,1,1,1,0.5,1,NA,NA,NA,1,1,0,0,2020,Other Christian,Biden,NA,NA,NA,NA,0.75
Democrat,oregon,3,NA,1,1,0,1,0.75,0.25,0.51,0.51,0.51,0.85,0.51,0.75,0.5,2020,Not Religious,Biden,NA,NA,NA,NA,0.626153846153846
